tweet_text,cyberbullying_type
"@alliap2 What was he claiming a doctorate in?

Account suspended isn't enough here. I'm not for doxing usually but… https://t.co/qnWMMZRHQp",0
@BillSansCipher @Freakyguro @grunklebran @MegaWolf57 Okay so celebrities posting pictures of themselves is consider… https://t.co/q89swB0buY,0
@bangtanpapaas @kooslvrr Sorry for the aggressive tweet. Everyone’s been trying to justify the doxing. They are goi… https://t.co/C1rknG6XlY,0
@B_Caddiguy Thats bullshit but delete this quick before it causes you problem. They ban u for doxing the doctor or maybe worse.,0
Antis think they sound so MIGHTY and COOL when they talk about doxing and harassing's people but what they really s… https://t.co/ZaX1WoIlsR,0
"1) she accused me of doxing her personal information.
This is blatantly incorrect, she has shared her own informati… https://t.co/NA4bOpPr7j",0
@GolazoDan @Cravo111 @imadoakickflip But you specifically said I follow those accounts to prove some sort of point… https://t.co/n4Upw3e92B,0
@ORHouseDems This is gaslighting. Disagreement is not harassment. To say it's only repubs responding to politicians… https://t.co/bpKFAeGoaA,0
@Mrs_Wld_History Those parents aren’t going to bully me with their mask/doxing/nasty attitudes. I’m nice until you… https://t.co/DaigVjUZwG,0
"@TECHNOLESBIAN i cant say much more without doxing myself but yes, they were given funding by the national lottery… https://t.co/7ixndHyGK0",0
@ThatUmbrella @MissTeapot4 For anybody wondering YES doxxing is ILLEGAL in the UK. https://t.co/oifRHpBWDO,0
"@unirachels doxing is not cool, but it's legally not doxing if the information is already publicly available.  Like… https://t.co/Mki8bGB0i2",0
@MissTeapot4 @lion_witch @ThatUmbrella It's not. https://t.co/oifRHpBWDO,0
@ThatUmbrella For anybody wondering YES doxxing is ILLEGAL in the UK. https://t.co/oifRHpBWDO,0
"@Epicfries1 I just don’t know if It would almost be doxing myself? 
Idk maybe I’m reading into it too much but it is what it is",0
@LauraBockov @redlikejungle @malihaT14 @ThatUmbrella @Lepplady I don't know what doxing is ..but I don't think this… https://t.co/jQV6abzXUX,0
"To target people who enjoy the story for what it is, is no different than if you took someone’s art and started pai… https://t.co/IFIXObXkBb",0
It’s time for these two groups to grow up. You’re doxing and harassing people over what exactly? Because majority o… https://t.co/r2HbLFtZm3,0
"So the Amber Heard doxing group
coordinated the use of police resources to go after Johnny Depp supporters.

They l… https://t.co/BzzP5Yqj5z",0
@SomeKindofJesse @Winning4Him @RoofKorean7 This isn't Doxxing.  Doxxing is publishing private information.  This is… https://t.co/tkbPFH9L3I,0
Why i saw a video on tiktok by this girl telling italians to stop doxing her because she made a joke about liking m… https://t.co/1XyHUnwOev,0
@soliteire @stomachonlegs @MadJudy3 @aaishahl @thecraftybeggar @feeldalove168 @blackstar1135 @BengaliTigger… https://t.co/hegBLc1PCn,0
What is #doxing and why is it happening to more women since the beginning of the pandemic? https://t.co/QFgpyFeSba https://t.co/qVbThMGwY1,0
@KloutedCJ @MPleasing72 this mf needs doxing,0
@Tonydavidgo  watch your account ..💩 and her new lover fartlow are doxing accounts 🤔,0
@aamullanee Doxing yourself again?,0
@weirdmedicine stop doxing me,0
@GlaceonStan @helpme_thebigt @Clowfoe @SugarRatio reported for doxing my real name /j,0
"@MaleMultimuse @JoshuaZWalters @dudeface0890 @RobHollJr1 Ah ah ah, no. You clearly brought up ""Kickvic bad."" I just… https://t.co/xkYOefJOCz",0
Oh man I’d delete my account and move countries. I’ve never seen a doxing so swift.,0
"@AAnnihilators Voices their distress about it, then yeah, tell the people making them upset to stop (not by harassi… https://t.co/6cdIf2PgQ8",0
@nathINSANE @MedwingSong @Gothalion thanks for sharing.  I agree.  If you look at layer 1 this community seems amaz… https://t.co/W2GlcxF2Co,0
@dwtdefense Sullie doxing through tinder screenshots?,0
"@free_thinker You have a problem?
Wonder what is @zoo_bear upto?
Threatening and torturing a girl child through Twi… https://t.co/SGvAFhbuzL",0
"Meanwhile some halfwit who went to Afghanistan for the lols is Doxing himself on Twitch

Hes hoping that the fact h… https://t.co/jEepjod9Ml",0
This April 2020 behaviour in August 2021. I cannot believe it. The comments are doxing the parents. People are canc… https://t.co/oE4VAkZFb8,0
"Come on by and have some fun in the Tg &amp; VC with us. Doxing polls for other team members, dev beard shaving MC mile… https://t.co/EgfKMBEt8i",0
"@VICE I'm adamantly opposed to militancy and white (or any) supremacist ideas, but there are risks to doxing, such… https://t.co/ktc4VlAR5E",0
@SomeKindofJesse @RoofKorean7 And you're a bitch for doxing him.,0
@ForwomenScot @scotlass42 @GillGreeny @RoddyQC @kiehlmanniac SNP pond life doxing people....report him!,0
The recent doxing of a Proud Boy school board candidate by the Midwest Youth Liberation Front highlights the work b… https://t.co/xXnoXR9tUL,0
Well…it took 3 days… no doxing 😅 https://t.co/zlj4KmwULQ,0
#security issues with popular game #COD on pc. Credit card and $doxing @EFF https://t.co/Tv3j1ZJOnP,0
They keep saying “what?? What have we done? Why is everyone so mad? It’s cause we tell THE TRUTH…” When they know f… https://t.co/uFrwk8k1uW,0
They keep saying “what?? What have we done? Why is everyone so mad? It’s cause we tell THE TRUTH…” When they know f… https://t.co/uFrwk8k1uW,0
A**** h**** &amp; cohorts planning on doxing Johnny Depp supporters on twitter https://t.co/EfCZSaBuAK,0
"Just had to look up what doxing is, I’d never heard of it, have you?",0
They just keep dropping themselves further into the rabbit hole don't they! The lie's about Depp fans harassing the… https://t.co/yIWqJkZ6kL,0
@twitone @my_real_name Lot of tech savvy folks in their ranks. If they were true allies the doxing and dos-ing woul… https://t.co/jp5qMCJICe,0
"@ThatUmbrella Sorry if I sound dumb
 Still new to Twitter. What does doxing mean?",0
@ThatUmbrella Isn't doxing a crime?,0
"@ThatUmbrella Woo .. now I'm taking this as not good 🤔 what the hell is doxing 🤔  
@sunstroke_house",0
@Goosefucker2 Fuck doxing mfs im just gonna start sending nuclear bombs to mfs houses,0
@7NewsSydney @alisonsandy Police call for photos and doxing and encourage dibber dobbers to phone a hotline,0
@DrkSunTmbrlands At the not doxing myself factory,0
"AH supporters - coordinated attacks, mass reporting, and doxing people. 

Johnny supporters - movie nights, streami… https://t.co/Pn4r6izTV0",0
@ThatUmbrella Doxing is an abhorrent crime. People do not realise the domino effect of a dox. Not everyone who sees… https://t.co/9nHimOTKB9,0
Must be hard staying current with everything technical when you are primarily interested in accusing people of crim… https://t.co/kQpE2Td1Rh,0
@BreanneTsang She showed it on a live and IIRC it was addressed to her (people were laughing at her once again doxi… https://t.co/kqfUI7D7m8,0
"@greybalance1 Watch out, this account is bad news. She's part of a group chat doxing people supporting JD. See post from @ThatUmbrella.",0
@SomeKindofJesse @RoofKorean7 Report this tweet for doxing,0
@SomeKindofJesse @RoofKorean7 Doxing is straight up allowed by blue checks huh? That's fucking hilarious and on par… https://t.co/Ch5n8TlkJT,0
@SomeKindofJesse @RoofKorean7 Wow doxing amazing,0
"@AidenRS139 This doesn't count as doxing myself, does it?",0
Not Amber Heard supporters (and Amber’s best mate) having a whole group/convo just about doxing people- which is il… https://t.co/aBMYjo35Tx,0
@LanceUSA70 that's abhorrent. I'm a firm believer in doxing these people so they can be called out publicly &amp; forev… https://t.co/tXJfzBneR0,0
"@Mozingo___ I saw the video you posted from Mt. Vernon.

Pro-vaccine are doxing that as fast as possible.

Paragrap… https://t.co/sbqdJwX8gq",0
@SanctionedRP @ExSZN Sanctioned 2.0 🚀,0
@grumpycubau Scruff/Grindr doxing is a super gross new trend.,0
"#Taliban vs. #Globohomo 

Hundreds of online anons doxing thots https://t.co/pNtjxkC2xb https://t.co/RbLgIk1g3B",0
@Cynicallysierr1 @ytdrunkuncle It is not a federal offense. There are no federal laws on doxing private citizens. I… https://t.co/1vizXSoANm,0
"@lovelytubbz we have something like that, however, i think it might be just my neighborhood shop and i do not feel… https://t.co/k71on5tlRh",0
"@Cynicallysierr1 @ytdrunkuncle In theory, if evidence could be supplied, an offended party could press charges. It… https://t.co/NiaxhiNFUZ",0
"@Cynicallysierr1 @ytdrunkuncle (FYI the act of publishing someone's information on a public forum, whether online o… https://t.co/EgRMO0EQti",0
@SatisLocutus @chiweethegod Doxing comrades so you can tell worldstar,0
@patrickallmond @AmerIndivis @OKCPS Who is doxing?,0
@arpia97 @loafusofbread Brb doxing myself,0
It appears on social media apps anger revenge and doxing is rampant. Doxing is disclouser of another's personal inf… https://t.co/Qv71roSbCy,0
@bronquiiito Doxing God. He lives in Naples.,0
So a bunch of anons are making lists of online sex workers and doxing them to the #Taliban lulz https://t.co/4WlTj0cm5G,0
@mimasdiaries what does doxing means and what is happening ?,0
"@mbwalkstar @MalcolmNance Literally, what is he talking about- how did he pull the record? Abusing a database? Hack… https://t.co/PSygik7CRI",0
@WallStreetJane @SummitCountySO Yeah.... That doesn't change the fact that doxing is illegal.,0
"@WallStreetJane @SummitCountySO Doxing is illegal, ""Jane""",0
like there is something inherently racist about kpop stans doxing people who say they dont like ur little kpop grou… https://t.co/Gh9hI8yKAx,0
i Keep doxing myself If U see it Just look away,0
"“By taking my picture you are doxing all of these people.”

“I should join a secret society” https://t.co/pcCI0Gf4bc",0
"@RichmondPkCycle Lovely

What's not lovely is your doxing attack - that you still haven't deleted

https://t.co/IsDBnLjxBH",0
@DontMes70957787 @SassyGirlD1 @Alex_on_A14 @carlsmythe @andylumm @jamesgordon4th @barryjohnreid21 @wjack76995… https://t.co/YVPSDNOj6e,0
@AmerIndivis @OKCPS Yes because doxing is always the solution.,0
"@skaijackson Wow relatable, you know what else is scary, doxing 12 year olds 🤡",0
@GiantsPlzWin Mfs really doxing people,0
"BREAKING:

According to LEAKED DMs, Amber Heard's team may be connected to these doxing attempts. 

That means Ambe… https://t.co/86sth547xi",0
"I got 100s of screenshots. 

100s.

And some have these weirdos doxing people. Setting up false flagging campaigns.… https://t.co/VrqQYgnFzq",0
"HOLY CRAP:

Eve Barlow can clarify this, but it looks like she may be attached to the Amber Heard simp group that's… https://t.co/0Bo4ICS6c1",0
"@JimmyJew7 @thefourthcraig1 I’ve done plenty of self doxing and I’ve met plenty of people from Twitter, like 20 dif… https://t.co/X5YU3tfUoM",0
Thought PL Twitter is toxic... NBA Twitter mfs are doxing each other ffs😭,0
@Fr0gK1ng If you ever post this again I am doxing you,0
@MrFlippy616 Dawg you doxing yourself now?,0
"None of u MF care about the so call victim cardi robbed, r*ped, drugged and on top of all she homophobic, transphob… https://t.co/pFUEhHVpUv",0
@BatyvHovind Well sir telling you her name would be doxing. I can only tell you her moniker in YouTube and that she… https://t.co/St5ANeUZKj,0
@SweetMayLV Simple background check on this guy brings up the contact information for all of his relatives if anyon… https://t.co/0Dl748zho4,0
will never forget when i got accused of doxing and threatened to get kicked from wsp for it (which i never did) and… https://t.co/cLlHc1Qlec,0
@leftyinvests stop doxing us bruh,0
"I think it'd be cool to post this playlist, because the web version even gives data on the local files for people t… https://t.co/iOuFEhabW0",0
Nothing makes doxing someone easier than LinkedIn. https://t.co/1l5ydTZ8af,0
@DummieExtreme @SteveDelive So we went to your public Facebook account and that's doxing?,0
"@BodakBaudelaire i wasn’t on here then but literally all fandoms have tried doxing locals, journalists, etc lol. bu… https://t.co/AT9VTSyYJL",0
"@kaysmallls The subtwt has some of the most toxic people in it- 
No matter what side because I've been on both. 

A… https://t.co/KL5ueX3LwP",0
"It's about the mental harm, you give to people on both sides. Telling people to kill themselves, doxing and everyth… https://t.co/rARzTHLfCf",0
"Whoever tried doxing me... you failed. 

Supposedly @CH6RG3  tried doxing me &gt;:()",0
"So, the global script this weekend includes accelerated vax doxing. Smoothly coordinated, I might add.

What to do… https://t.co/KkJR9jTM3i",0
jeet is a manic obsessive toxic individual. he attacked khalsa aid too. He led an attack and doxing of… https://t.co/HcyNP3eJSm,0
"@Gingani62167946 @polscifreeak No real reason.. eh…. Let’s not discuss mocking someone’s mental illness, or mocking… https://t.co/SNkelo4o4e",0
"@morniye_ Jeet is especially a problem 4 them as he’s relentless, 10x smarter than them, sees the angles and calls… https://t.co/VePgfTzPox",0
@brightstrangely @ruprekt79 @Chappymaggs @AnxietySugar_ @fear_the_kitten @KatieK1977 @AugustaAndarta @witchyisbak… https://t.co/lk4pBssbqR,0
@MadSkillDawg @virtuallylewd Dog specifics=doxing. Confirmed.,0
Your psychos are doxing rape victims for money again but as long they make you money eh @tiktok_uk @MTVCatfishUK https://t.co/KgLmGE2qeq,0
@uppy_singh @rupansingh1345 “doxing is horrible but this girl …” it’s easy to see you support doxing this girl and… https://t.co/NHS35xQ8x9,0
"The Amber Heard simps have a doxing and flagging group.

They target Johnny Depp supporters, their lives, accounts,… https://t.co/Bah8hiv7bH",0
"Suicide survivor doxing... 4 years strong, &amp; what a ride it's been. Shout out to any of you fucks that deal with me… https://t.co/Wt5u0EEMrz",0
@KHOmega @Joe_Silly Yikes doxing my friend 👀,0
@Soviooo it’s a fucked up joke buh doxing should never happen,0
@talwinderdadral @morniye_ So many people on here I’ve had so many disagreements with publicly and unless they are… https://t.co/35A2ZYmys1,0
"@BowTiedBull Only so much I can say without massively self-doxing but I'm probably, no definitely, one of the most… https://t.co/aREPkzkcsi",0
"@angelmercedes @notdan I know, but doxing yourself after doing something illegal,regardless if they've sent the money back is just weird.",0
doxing is horrible but this girl also gave platforms to some of the most problematic men on here and has gone after… https://t.co/2b53rJ96Li,0
"because you are not allowed to DOX yourself, because you could be doxing someone else https://t.co/2c6gdSeGMG",0
And she’s doxing people how call her out yikes.,0
"@RipperPAO @Johnny_Joey Doxing=making someone's personal info public
That doesn't even have a name attached",0
@wilhelmania_ @Magnus_2021 @Spacemonkie_42 @SidesLeft @McMehHey_ @Q__talk You see... we can't have this conversatio… https://t.co/zVfhmH8Gyc,0
"@soetsappies @SpaceCadet9661 Are you assuming my gender and horniness... sies on you.  

I am an artist, only looki… https://t.co/HRsc8AIiCk",1
"Anti pornography Act was supposed to prohibit spread of pornography but it was instead misused, leading to women &amp;g… https://t.co/onrC9kRYkg",1
"@percy_gryce @LibertyHangout Revenge porn? Wow, that's a Dumb Tweet. There have been quite a few of those in the last couple of days.",1
@jail4jeffuk @ukpornmaker @POVRPremium That’s also hilarious as rents paid how would you know otherwise😂 and thanks… https://t.co/VmYHYxD5Ok,1
@jail4jeffuk @LittleBlonde96 @ukpornmaker @POVRPremium @denisecalvert5 Thanks for calling us peados that’s going st… https://t.co/qmL1iC5gI6,1
@downeybethany1 I’m not obsessed with deity love.. I’m just making a video of all his misdeeds like revenge porn tr… https://t.co/yJqFGZvRcW,1
"@LyricalFlap2 Probably have to do that to make it seem interesting 🤷‍♀️ But they are succeeding, people are talking… https://t.co/WVNqrUh0cU",1
"“More women are being doxed online – here’s how to stop it happening to you”.

https://t.co/BNmfCvEM6I",1
"@michelleHR0803 I see what you’re saying, it’s a bit like a prenup isn’t it, one day you may fuck me over so I’m pr… https://t.co/bf7mk1EMPR",1
@MzPoeticGoddes What is revenge porn?,1
"These vaccine cultists actually desperately hope for the unvaccinated to die from Covid, just so that they can be p… https://t.co/qco8LeWpCe",1
Security Summit 2021 - Women for Security su Sexting e Revenge Porn https://t.co/taU49yMlJD,1
@Jessica_Smithxo @stephen__bear No 1 you are not in a 7 star hotel No 2 @Jessica_Smithxo you did not write this did… https://t.co/oTgebbwjGr,1
"Pornhub is sued by 34 women who claim the site profited off videos posted without their consent featuring rape, chi… https://t.co/jtOjSKQ3oT",1
"@simsyg @lewniverse He’s dated multiple 15 year old girls and posted their nudes on Snapchat, released revenge porn… https://t.co/cEq0SEbmem",1
Nothing she posts comes from her. We know this. But some of y'all have forgotten that. This is not Britney being li… https://t.co/bMOMwbhM5W,1
@maxxiebabe @BrainDumpTweets @Struggle_Tweet I’m no defender of mindgeek but to their credit they did recently put… https://t.co/mbo6cqDrXz,1
"If you guys follow or interact with Bree(unferal boys bree or something) or salt @/saltyschlattcum, fuck off

bree… https://t.co/S4gyLnOfov",1
@ThatPetra Yes. Did what he had to to save ellie and @Neil_Druckmann ruined that in LOU2. Someone should teach him… https://t.co/olhoaPnjBl,1
"@AnonNewbie @Radiationman2 @MichaelLinehan8 @Jessica_Smithxo He could save us all &amp; keep it private! 
She may conse… https://t.co/NzIyaR5YND",1
@percy_gryce @LibertyHangout THIS IS WHAT REVENGE PORN LOOKS LIKE!!!,1
@percy_gryce @LibertyHangout Is that even analagous to revenge porn? Isn’t it more pointing out factual irony than anything else?,1
@SelhurstJon He a “reality star” but is also a nonce he’a slept with an underage girl. He’s also posted revenge por… https://t.co/6TSsgLxltN,1
@percy_gryce @LibertyHangout the revenge porn of accurate reporting,1
@StrobedSun That’s just revenge porn. I want something a bit more deep,1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/uyhRMgt1la",1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/EGEZu0USJo",1
Posting Revenge Porn because you’re mad at a Woman is absolutely disgusting and gives off Heavy Beta Energy.,1
@FlamingGay basically one of the admins of the timer encouraged some guy to post revenge porn of a minor (literally… https://t.co/QOmZtQyUCI,1
Pretty sick of the MSM's version of revenge porn. https://t.co/Ie2yKArKEt,1
"@eeseosaa That’s not even the issue rn, that’s revenge porn cos the girl didn’t expose it or release it",1
"""People believed Taylor’s lies that I stole from clients, leaked revenge porn, filmed young people without consent… https://t.co/ZNM32HeQFd",1
also why are you defending someone that encouraged revenge porn of a minor to be posted — when  https://t.co/4vASp2bKpI,1
why does the drag race community feel the need to ignore that shea coul3e literally tried to spread revenge porn between two minors?,1
"@Foxanon3 @wilbvrny Oh definitely, nothing warrants revenge porn or the harrassment they got but sadly so many peop… https://t.co/N0u7AGCRkO",1
@SmiddSane @JohnSwanYT @nicholasdeorio @TeamYouTube Bro..... John lied about trolling.... Lionmaker posted CP reven… https://t.co/PKnmCE0z2d,1
@1ns0mn1aCha0s @wilbvrny Phantom did a lot of fucked up things but the main thing people call them out for didnt ac… https://t.co/gz6F630DAX,1
You have made me feel so small fpr dping almost nothing.  U did revenge porn on me and dated a porn star /  hhooker… https://t.co/AJmUuPGrQG,1
"@crow_smut @nsfwmcyttimer Yeah, it's cp and revenge porn and the person is only apologizing because they were calle… https://t.co/wfVDZXcl4F",1
"Next EFGA virtual meeting: Wed. Aug. 18th, 7:00 p.m. EDT: ""Georgia's New Anti-'Revenge Porn' Law"" https://t.co/PZqozesrjW",1
@Twitter needs to do something about the revenge porn being posted on here,1
I hope @stephen__bear is charged for revenge porn. He’s vile and what he’s doing is 100% not ok.,1
if anyone (specifically in washington) has dealt with revenge porn and how to go about getting it taken down please… https://t.co/vNvqk8HmYc,1
Officer's revenge porn lawsuit | Preckwinkle daughter-in-law charged in slaying | Obama center construction starts… https://t.co/bnf9fQ1E3l,1
"A well known porn actress is being really rude about the food in our restaurant. The problem is, there's literally… https://t.co/NGrJv4oVz6",1
@POTUS Most Afghanis had no part in 9/11. They didn’t deserve the Taliban and they don’t deserve to be left to thei… https://t.co/LiXRq0Lp3G,1
@fvkf4ce dw it’s nothing new. I’m just still mad at all the people who defended that person posting cp/revenge porn,1
Security Summit 2021 - Women for Security su Sexting e Revenge Porn https://t.co/taU49yMlJD,1
"@giac36339729 They even drew revenge porn of an 𝙢𝙞𝙣𝙤𝙧 oc I had just because I called them out. 

Disgusting.",1
"@japps75 @gorjbassett @stephen__bear @Jessica_Smithxo Stephen Bear is a godawful man. No doubt, if you ever have a… https://t.co/u52BK8PIZ8",1
@buxommixed revenge porn,1
"// drama

i don’t know nor care for whatever spurred the revenge porn of the actual child. i care for what i’m seeing: the defence of such.",1
@AOCummies In Ireland of of the university's newspaper claimed a group chat of agriculture science students were po… https://t.co/IVe97YaiRY,1
"// drama

how can you call this a safe community when there’s literal defence of revenge porn of an actual child going around.",1
@trashbag72 posted a nsfw audio of phantom from when he was 14. which is considered both child AND revenge porn. both felonies.,1
My muted words list is growing today. So you know how cancel culture is growing these days. Just curious but what w… https://t.co/xLuAgqxVmq,1
Is Stephen Bear not in prison yet for his revenge porn so that he can stop posting legit porn on here?,1
"The EEOC Q &amp; A Title VII of the Civil Rights Act of 1964 does not address Sextortion, Revenge Porn, or Deep Fakes e… https://t.co/rcw3rqJfdG",1
@OffBrandHeels I think he's a reality person that's moved over to OF 🤷‍♀️ but also known for releasing revenge porn… https://t.co/uz3L2QIwXl,1
"@ProudSocialist to be fair... in Afghanistan's case it was mostly for revenge and intimidation...

I mean, how dare… https://t.co/Ofrrau1YzS",1
"@Zephead22 @youwouldknow I just googled it. Reality tv star who has made lots of money from making porn videos, including ‘revenge porn’ 😮",1
"Sharing st*phen be*r’s content, even to take the piss out of it, is contributing to the platform of a man guilty of… https://t.co/ZM4jJJV9lY",1
"@TheMadBumble @jammycat8 Oh he’s vile , he’s been on a lot of reality tv shows , had celeb gfs that’s he’s cheated… https://t.co/3iQf61xMkZ",1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/fc8SqkD6Fh",1
this show is revenge porn specifically made for specifically me https://t.co/p1dor2Bun3,1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/oBCtos2MWp",1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/DNbi1NrRkW",1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/UTbgpo3I7q",1
"The Joliet officer wants to add former Chief Al Roechner, former Officer Phil Bergner and Detective Don McKinney as… https://t.co/goFFYwj8q9",1
Socha's Revenge Porn Lawsuit: Roechner Got Rid Of His Phone  https://t.co/toDrnsxdlG @JohnHowellWLS @davesavinicbs2 @JolietPolice,1
"@NOnatopp Is it revenge porn do you think? If it backfires, it backfires, but we'll see what happens.
I can't imagi… https://t.co/DBnGV2IsL1",1
"@TalehTalia I am no expert, but I know there’s been a lot of tightening up on ‘revenge porn’ mentioned in the press… https://t.co/z0jKKQ2i3Z",1
"Should all off-campus crimes that impact a students' education, including but not limited to, sexual assault, cyber… https://t.co/EAIj8cGUgm",1
"The following have NOT enacted a ban on revenge porn: Mississippi, Massachusetts, and South Carolina, Wyoming, and… https://t.co/KIgyDornd1",1
"there is no reason that justifies revenge porn, we do not teach sexual predators not to harass others by posting th… https://t.co/byYvxswdAR",1
You don't care? Well Erica and nengi are good but you're still angry. I wish you'll take time for yourself and cons… https://t.co/IEPnfKHK7w,1
"sending thousands of people to cyberbully and harass a loser (and doxxing them by posting revenge porn, their numbe… https://t.co/m1GtL88ER3",1
@stephen__bear @Jessica_Smithxo @TwitterSupport @Twitter do something about this vile man. He’s already been arrest for revenge porn!,1
"Rather than a patchwork of state laws, revenge porn would be best regulated -&amp; curtailed-by a uniform federal law,… https://t.co/Kb1zUuEw5l",1
"@Sineadburke10 @theglamchop Ha ha. He is properly ruining that girl, it is like live revenge porn already available… https://t.co/5JOMn0oPfp",1
"@_FartyOwl Apparently he was on love island, I’d never heard of him before until I heard of him doing revenge porn… https://t.co/6AEyuyMdJa",1
@BrokeboiLemur @VLage_ @Drisuboy @Struggle_Tweet yeah but it’s still better than a website profiting off of cp or revenge porn 🤷,1
@jxeker I thought he was supposed to be getting done for revenge porn?!,1
I deleted my OF because this guy I dated for like a month found it and he just really seems like the revenge porn t… https://t.co/VezuiEvF8s,1
@amberjasmine__ I heard about the revenge porn thing but not that he was a pedo? Whaaaat? 🤯,1
@wilbvrny wouldn’t doing that also be considered revenge porn? there’s laws against that shit as well,1
@ItsBexley Oh god no me either but It’s just them two sicken me lol sooo desperate for money and fame that you’re o… https://t.co/K5UlBv1VCd,1
"@shash_____ Only found some revenge sharing of porn with ex or something. But still no underage. 

Does not look to be a very smart guy.",1
"@DemeryUK @stephen__bear For your revenge porn of Saigon, I’m blocking you.",1
"@DemeryUK @stephen__bear Oh it gets worse, not just revenge porn (which is bad enough as it is) but revenge porn of a 15 year old child.",1
Having just seen why @stephen__bear was trending (yuk) then finding out the fucker is on trial for posting revenge… https://t.co/aOI09ZBjlu,1
"@yorkslass1972 😂 a chair? Could think of worse things 🤣
Urgh. Man knocks me sick! 🤮 posted revenge porn and picture… https://t.co/GXX79prZ5F",1
"The New Mutiny - Revenge Porn   
#nowplaying
#wodustudios #collegeradio 
#listenlive",1
@SGarbaggio @Struggle_Tweet I think the last one is just a correlation between most men watch porn. Most of the rep… https://t.co/zt6hkOSfeV,1
@georgiaharisonx who is tweeting about making Twitter a safer space (considering the minimum age of joining is 13)… https://t.co/szVv79ejYJ,1
"The Criminalization of ""Revenge Porn"" | Psychology Today https://t.co/NKa5v525Lz",1
@Michele97777714 @googlenews You can see jealousy and revenge porn a mile away @MaureenDowd,1
@Revenge_Is_Dead @aeniiac Muslim here AND- Draw however you want as long as it’s not porn or nsfw/ disrespect the h… https://t.co/Zk4wi47jIo,1
"@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Cp, revenge porn, and human trafficking are all examples of people bein… https://t.co/UnaBAqJhwz",1
"@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Cp, revenge porn, and human trafficking are all examples of people bein… https://t.co/UnaBAqJhwz",1
@ThisIsZHere @HomeAlonRoyal @Struggle_Tweet Free porn sites often host (and therefore profit off through ads) illeg… https://t.co/WVwBIZn2x8,1
@Rhip_diPunana Isn’t he in a mess with the whole revenge porn on his ex?,1
"When picking your photo, maybe you shouldn't use the one of yourself going to court on revenge porn charges.… https://t.co/czg4Kalvph",1
Doxing: how to stop your personal photos and details from being shared without your consent. Via @StylistMagazine… https://t.co/ciY6yci91Q,1
@CarlyHattle Maybe it’s not her then but basically he’s going jail for revenge porn coz he recorded a girl unknowin… https://t.co/3Jq7n2amze,1
"@stephen__bear @Jessica_Smithxo Getting practice in before you get sent down.

Another revenge porn victim",1
@HaightNotHate Ours are completely protective to the company. Which puts the employees as a side obstacle. Which ma… https://t.co/uSQi4BYeiR,1
"their personal work for other, personal projects from getting used and legally owned by the company they work for.… https://t.co/r3HSeH7KYN",1
@fjongcals @oneeyedjoehoe2 @itzg3orgia @minimil4n And that’s understandable. I can’t stand when people are casual a… https://t.co/i399TQr0DH,1
@Alex_Miar Revenge porn is illegal. You can sue them.,1
Wigan man in 'revenge porn' guilty plea https://t.co/tEtO2dEhNF,1
"So question.. if someone influential (of sorts) is threatening with revenge porn, what's the best way to handle the… https://t.co/ftovRLF6Tt",1
"@icemachine79 @Ale1000C Now you're just making up shit. We don't support revenge porn, where the fuck does this com… https://t.co/yVx6GbMZ9H",1
"🔴 Lessons will teach pupils about the the law, sexual assault, “victim blaming”, and revenge porn in a package camp… https://t.co/LItodywGu4",1
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/OhVUchLam1",1
@ONETTTAA LMAOO this is revenge porn. I’m suing you bitch,1
Thank the govt in AUSTRALIA for bringing in REVENGE PORN laws. Someone needed to protect those with shared nudity i… https://t.co/QZ4VpPNbpq,1
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/j9eC0waAdl",1
"School children to have lessons in consent, sexual assault and revenge porn | The Telegraph https://t.co/KgHBNKlyws",1
Security Summit 2021 - Women for Security su Sexting e Revenge Porn https://t.co/taU49yMlJD,1
"@Andidraws1 I feel like if some guy sends a stranger a dick pic they emphatically did not ask for, then whatever th… https://t.co/Y5FXPjpgNw",1
@archeopsgui That’s what I thought. But I guess there’s a blurred line between art and ‘revenge porn’ that I do t want to fall foul of 😅,1
@adudesnerdery @ElizMcQuern Public and private hospitals alike are prohibited by law from denying a patient care in… https://t.co/XC29K491Ja,1
@ManalS116 Me too with Poa and i  only liked Larissa for drama reasons i know she's pos mother but i did feel bad f… https://t.co/ShGMosAlNX,1
"@rezzyredhonky @KayelamityJane Revenge porn. And War by metrics.
#WarriorEthos",1
man i love when porn has a revenge plot,1
